"Saison";"Passage...Année";"Résultat...Code.paramètre";"Lieu.de.surveillance...Libellé";"Mean";"Med";"Qone";"Qthree"
"Spring";2015;"TEMP";"Cabourg";11.104;11.9;9.01;12
"Spring";2015;"TEMP";"Digue de Querqueville";10.3066666666667;9.74;9.26;11.07
"Spring";2015;"TEMP";"Donville";11.0833333333333;10.6;9.575;12.35
"Spring";2015;"TEMP";"Géfosse";10.5433333333333;10.385;8.8925;12.425
"Spring";2015;"TEMP";"StCast_Hebihens";10.6583333333333;10.71;9.2875;12.0425
"Spring";2015;"TURB";"Antifer";3.6;2.85;2.325;4.875
"Spring";2015;"TURB";"At so";4.975;4.6;2.5825;6.9925
"Spring";2015;"TURB";"Cabourg";4.62;4.9;3.3;5.4
"Spring";2015;"TURB";"Digue de Querqueville";1.73333333333333;1.7;1.4;2.05
"Spring";2015;"TURB";"Donville";1.37333333333333;1.3;1.21;1.5
"Spring";2015;"TURB";"Géfosse";6.06666666666667;5.3;2.85;6.4
"Spring";2015;"TURB";"StCast_Hebihens";2.75;2.7;1.025;4.6
"Spring";2016;"NH4";"Antifer";0.352;0.24;0.23;0.54
"Spring";2016;"NH4";"At so";0.858333333333333;0.665;0.31;1.125
"Spring";2016;"NH4";"Cabourg";1.01483333333333;0.992;0.6;1.49725
"Spring";2016;"NH4";"Digue de Querqueville";0.6184;0.42;0.392;0.44
"Spring";2016;"NH4";"Donville";0.313333333333333;0.3;0.295;0.325
"Spring";2016;"NH4";"Géfosse";0.377;0.465;0.2715;0.48
"Spring";2016;"NH4";"StCast_Hebihens";0.122;0.1;0.09;0.14
"Spring";2016;"NO3+NO2";"Antifer";36.34;37.6;25.1;44.4
"Spring";2016;"NO3+NO2";"At so";9.85;7.27;4.63;10.5475
"Spring";2016;"NO3+NO2";"Cabourg";33.7666666666667;32.3;23.025;40
"Spring";2016;"NO3+NO2";"Digue de Querqueville";6.03;5.82;4.86;6.88
"Spring";2016;"NO3+NO2";"Donville";12.1566666666667;13.5;10.235;14.75
"Spring";2016;"NO3+NO2";"Géfosse";16.2416666666667;12.25;9.3325;21.325
"Spring";2016;"NO3+NO2";"StCast_Hebihens";4.388;5.5;0.64;5.6
"Spring";2016;"OXYGENE";"Antifer";10.476;10.39;9.59;11.34
"Spring";2016;"OXYGENE";"At so";10.1266666666667;10.185;9.905;10.5175
"Spring";2016;"OXYGENE";"Cabourg";9.21833333333333;9.11;8.4975;9.3475
"Spring";2016;"OXYGENE";"Digue de Querqueville";9.014;9.12;8.72;9.61
"Spring";2016;"OXYGENE";"Donville";8.89;9.54;8.5;9.605
"Spring";2016;"OXYGENE";"Géfosse";9.338;9.56;8.99;9.91
"Spring";2016;"OXYGENE";"StCast_Hebihens";9.135;9.15;9.1175;9.1825
"Spring";2016;"PO4";"Antifer";0.394;0.43;0.11;0.64
"Spring";2016;"PO4";"At so";0.233333333333333;0.185;0.12;0.34
"Spring";2016;"PO4";"Cabourg";0.433666666666667;0.365;0.129;0.7
"Spring";2016;"PO4";"Digue de Querqueville";0.244;0.18;0.14;0.22
"Spring";2016;"PO4";"Donville";0.323333333333333;0.2;0.175;0.41
"Spring";2016;"PO4";"Géfosse";0.301;0.093;0.0465;0.5175
"Spring";2016;"PO4";"StCast_Hebihens";0.188;0.24;0.07;0.25
"Spring";2016;"SALI";"Antifer";31.578;31.44;30.27;33.27
"Spring";2016;"SALI";"At so";33.5833333333333;33.7;33.45;33.8
"Spring";2016;"SALI";"Cabourg";31.9516666666667;31.94;31.3225;32.5575
"Spring";2016;"SALI";"Digue de Querqueville";34.498;34.61;34.37;34.81
"Spring";2016;"SALI";"Donville";34.49;34.5;34.31;34.675
"Spring";2016;"SALI";"Géfosse";33.38;33.44;33.4;33.46
"Spring";2016;"SALI";"StCast_Hebihens";34.8314285714286;34.87;34.6;34.975
"Spring";2016;"SIOH";"Antifer";7.922;8.61;3.22;12.3
"Spring";2016;"SIOH";"At so";1.57333333333333;0.67;0.32;1.3875
"Spring";2016;"SIOH";"Cabourg";10.6416666666667;9.655;3.8525;17.7
"Spring";2016;"SIOH";"Digue de Querqueville";2.182;2.16;1.17;2.68
"Spring";2016;"SIOH";"Donville";3.71333333333333;2.3;1.935;4.785
"Spring";2016;"SIOH";"Géfosse";5.06166666666667;1.81;1.1975;8.49
"Spring";2016;"SIOH";"StCast_Hebihens";0.986;0.67;0.63;1.5
"Spring";2016;"TEMP";"Antifer";9.602;9.51;8.09;10.5
"Spring";2016;"TEMP";"At so";10.3666666666667;10.1;8.075;12.35
"Spring";2016;"TEMP";"Cabourg";10.4783333333333;10.35;8.7;11.955
"Spring";2016;"TEMP";"Digue de Querqueville";10.822;10.46;10.37;11.51
"Spring";2016;"TEMP";"Donville";9.81666666666667;8.82;8.505;10.63
"Spring";2016;"TEMP";"Géfosse";10.748;10.54;9.88;12.42
"Spring";2016;"TEMP";"StCast_Hebihens";11.0214285714286;10.72;9.68;12.35
"Spring";2016;"TURB";"Antifer";2.9708;3.32;1.25;4.54
"Spring";2016;"TURB";"At so";7.59833333333333;5.855;2.91;9.6775
"Spring";2016;"TURB";"Cabourg";5.015;5.355;4.5;5.88
"Spring";2016;"TURB";"Digue de Querqueville";3.9668;0.956;0.744;2.3
"Spring";2016;"TURB";"Donville";8.07333333333333;9.1;5.56;11.1
"Spring";2016;"TURB";"Géfosse";3.6964;3.12;1.21;4.87
"Spring";2016;"TURB";"StCast_Hebihens";6.22857142857143;2.1;1;11.65
"Spring";2017;"NH4";"Antifer";0.600142857142857;0.545;0.183;0.9595
"Spring";2017;"NH4";"At so";0.792857142857143;0.69;0.595;1.03
"Spring";2017;"NH4";"Cabourg";0.935;0.6135;0.4575;1.3725
"Spring";2017;"NH4";"Digue de Querqueville";0.4774;0.302;0.29;0.307
"Spring";2017;"NH4";"Donville";0.196333333333333;0.1;0.1;0.2445
"Spring";2017;"NH4";"Géfosse";0.4022;0.373;0.333;0.4
"Spring";2017;"NH4";"StCast_Hebihens";0.0933333333333333;0.065;0.05;0.125
"Spring";2017;"NO3+NO2";"Antifer";33.9571428571429;32.4;24.35;43.6
"Spring";2017;"NO3+NO2";"At so";11.9;0.6;0.6;25.3
"Spring";2017;"NO3+NO2";"Cabourg";38.96;37.6;24.475;44.575
"Spring";2017;"NO3+NO2";"Digue de Querqueville";7.242;7.74;7.38;7.77
"Spring";2017;"NO3+NO2";"Donville";0.6;0.6;0.6;0.6
"Spring";2017;"NO3+NO2";"Géfosse";16.236;14.8;11.79;23
"Spring";2017;"NO3+NO2";"StCast_Hebihens";2.56666666666667;0.5;0.5;4.7
"Spring";2017;"OXYGENE";"Antifer";10.2371428571429;9.67;9.405;10.99
"Spring";2017;"OXYGENE";"At so";8.99;8.99;8.23;9.375
"Spring";2017;"OXYGENE";"Cabourg";9.23166666666667;9.195;8.985;9.4875
"Spring";2017;"OXYGENE";"Digue de Querqueville";10.716;12.1;8.68;12.1
"Spring";2017;"OXYGENE";"Donville";9.3;9.28;9.235;9.355
"Spring";2017;"OXYGENE";"Géfosse";9.614;9.5;9.28;9.92
"Spring";2017;"OXYGENE";"StCast_Hebihens";9.29333333333333;9.2;9.0375;9.5725
"Spring";2017;"PO4";"Antifer";0.499285714285714;0.322;0.1575;0.7575
"Spring";2017;"PO4";"At so";0.298571428571429;0.28;0.085;0.44
"Spring";2017;"PO4";"Cabourg";0.483666666666667;0.4675;0.173;0.75
"Spring";2017;"PO4";"Digue de Querqueville";0.2636;0.269;0.146;0.348
"Spring";2017;"PO4";"Donville";0.0685;0.0685;0.05425;0.08275
"Spring";2017;"PO4";"Géfosse";0.2318;0.111;0.06;0.288
"Spring";2017;"PO4";"StCast_Hebihens";0.141666666666667;0.05;0.05;0.245
"Spring";2017;"SALI";"Antifer";32.15;32.4;31.78;33.175
"Spring";2017;"SALI";"At so";33.6142857142857;33.9;33.3;34.15
"Spring";2017;"SALI";"Cabourg";32.19;32.415;31.9325;32.9125
"Spring";2017;"SALI";"Digue de Querqueville";34.704;34.8;34.48;34.94
"Spring";2017;"SALI";"Donville";35.0033333333333;35.11;34.92;35.14
"Spring";2017;"SALI";"Géfosse";32.966;33.1;33.04;33.24
"Spring";2017;"SALI";"StCast_Hebihens";35.0985714285714;35.11;35.015;35.215
"Spring";2017;"SIOH";"Antifer";10.5485714285714;9.5;4.3;14.65
"Spring";2017;"SIOH";"At so";4.09571428571429;3.35;1.62;4.64
"Spring";2017;"SIOH";"Cabourg";12.165;11.85;4.625;15.7
"Spring";2017;"SIOH";"Digue de Querqueville";2.322;1.96;1.83;3.09
"Spring";2017;"SIOH";"Donville";2.27966666666667;1.32;0.9695;3.11
"Spring";2017;"SIOH";"Géfosse";5.426;4.15;3.73;4.63
"Spring";2017;"SIOH";"StCast_Hebihens";1.11666666666667;0.8;0.425;1.7
"Spring";2017;"TEMP";"Antifer";10.7;11.33;8.78;11.74
"Spring";2017;"TEMP";"At so";12.4285714285714;12.1;10.2;14.5
"Spring";2017;"TEMP";"Cabourg";11.2216666666667;11.45;9.28;12.3825
"Spring";2017;"TEMP";"Digue de Querqueville";11.112;10.55;9.87;11.91
"Spring";2017;"TEMP";"Donville";11.1633333333333;12.09;10.375;12.415
"Spring";2017;"TEMP";"Géfosse";12.08;11.8;11.06;14
"Spring";2017;"TEMP";"StCast_Hebihens";11.6771428571429;11.79;10.215;12.69
"Spring";2017;"TURB";"Antifer";4.12714285714286;2.5;1.64;3.26
"Spring";2017;"TURB";"At so";4.48714285714286;2.76;2;6.8
"Spring";2017;"TURB";"Cabourg";4.18333333333333;3.8;3.3075;4.33
"Spring";2017;"TURB";"Digue de Querqueville";2.052;2.2;1.6;2.42
"Spring";2017;"TURB";"Donville";1.07433333333333;0.905;0.8065;1.2575
"Spring";2017;"TURB";"Géfosse";2.45;2.06;1.1;3.62
"Spring";2017;"TURB";"StCast_Hebihens";1.37142857142857;1;0.65;1.35
"Spring";2018;"NH4";"Antifer";0.813333333333333;0.5;0.5;0.95
"Spring";2018;"NH4";"At so";0.215;0.15;0.15;0.215
"Spring";2018;"NH4";"Cabourg";1.21333333333333;1.265;0.7725;1.6
"Spring";2018;"NH4";"Digue de Querqueville";0.403333333333333;0.465;0.325;0.56
"Spring";2018;"NH4";"Donville";0.35;0.5;0.275;0.5
"Spring";2018;"NH4";"Géfosse";0.63;0.625;0.5275;0.715
"Spring";2018;"NH4";"StCast_Hebihens";0.138333333333333;0.08;0.05;0.1625
"Spring";2018;"NO3+NO2";"Antifer";47.815;36;31.305;68.25
"Spring";2018;"NO3+NO2";"At so";16.6925;16.905;12.1225;21.475
"Spring";2018;"NO3+NO2";"Cabourg";40.02;37.71;36.355;43.775
"Spring";2018;"NO3+NO2";"Digue de Querqueville";7.98666666666667;7.7;4.475;10.8425
"Spring";2018;"NO3+NO2";"Donville";6.28333333333333;3.1;1.65;9.325
"Spring";2018;"NO3+NO2";"Géfosse";20.7716666666667;18;16;28.1075
"Spring";2018;"NO3+NO2";"StCast_Hebihens";4.38166666666667;3.695;0.5475;8.125
"Spring";2018;"OXYGENE";"Antifer";10.385;10.44;10.2425;10.6375
"Spring";2018;"OXYGENE";"At so";10.3775;10.45;10.3025;10.525
"Spring";2018;"OXYGENE";"Cabourg";9.32666666666667;9.305;8.845;9.78
"Spring";2018;"OXYGENE";"Digue de Querqueville";9.27833333333333;9.425;9.22;9.5025
"Spring";2018;"OXYGENE";"Donville";9.37666666666667;9.56;8.9;9.945
"Spring";2018;"OXYGENE";"Géfosse";10.1333333333333;9.85;9.4325;10.155
"Spring";2018;"OXYGENE";"StCast_Hebihens";9.854;9.78;9.45;10.44
"Spring";2018;"PO4";"Antifer";0.371666666666667;0.385;0.2425;0.49
"Spring";2018;"PO4";"At so";0.205;0.12;0.1;0.225
"Spring";2018;"PO4";"Cabourg";0.306666666666667;0.23;0.1525;0.3825
"Spring";2018;"PO4";"Digue de Querqueville";0.225;0.215;0.08;0.35
"Spring";2018;"PO4";"Donville";0.123333333333333;0.04;0.04;0.165
"Spring";2018;"PO4";"Géfosse";0.285;0.14;0.1325;0.4625
"Spring";2018;"PO4";"StCast_Hebihens";0.135;0.085;0.05;0.1425
"Spring";2018;"SALI";"Antifer";30.5783333333333;30.795;28.815;32.52
"Spring";2018;"SALI";"At so";32.55;32.4;32.3;32.65
"Spring";2018;"SALI";"Cabourg";31.0666666666667;31.105;30.6025;31.6825
"Spring";2018;"SALI";"Digue de Querqueville";34.4466666666667;34.43;34.33;34.5
"Spring";2018;"SALI";"Donville";34.4233333333333;34.51;34.36;34.53
"Spring";2018;"SALI";"Géfosse";32.9133333333333;32.9;32.7925;32.9625
"Spring";2018;"SALI";"StCast_Hebihens";34.6316666666667;34.625;34.4275;34.86
"Spring";2018;"SIOH";"Antifer";11.8566666666667;11.5;7.575;16.175
"Spring";2018;"SIOH";"At so";1.445;0.99;0.6625;1.7725
"Spring";2018;"SIOH";"Cabourg";9.43833333333333;8.915;6.3575;11.3
"Spring";2018;"SIOH";"Digue de Querqueville";2.76666666666667;2.25;1.4425;3.1325
"Spring";2018;"SIOH";"Donville";1.9275;1.655;0.75;2.8325
"Spring";2018;"SIOH";"Géfosse";7.46666666666667;5.5;4.425;10.85
"Spring";2018;"SIOH";"StCast_Hebihens";1.35166666666667;0.755;0.4275;2.125
"Spring";2018;"TEMP";"Antifer";10.0716666666667;9.635;7.3975;13.02
"Spring";2018;"TEMP";"At so";8.05;8.15;6.5;9.7
"Spring";2018;"TEMP";"Cabourg";10.8916666666667;10.86;8.6275;12.7925
"Spring";2018;"TEMP";"Digue de Querqueville";9.76666666666667;9.485;7.8775;11.2575
"Spring";2018;"TEMP";"Donville";11.7133333333333;13.3;10.73;13.49
"Spring";2018;"TEMP";"Géfosse";8.77;8.65;6.71;10.29
"Spring";2018;"TEMP";"StCast_Hebihens";10.4416666666667;10.185;8.9175;11.625
"Spring";2018;"TURB";"Antifer";2.90666666666667;2.74;2.1475;3.7375
"Spring";2018;"TURB";"At so";9.04;3.405;2.32;10.125
"Spring";2018;"TURB";"Cabourg";3.96714285714286;3.54;2.82;4.265
"Spring";2018;"TURB";"Digue de Querqueville";1.81;1.83;1.315;2.075
"Spring";2018;"TURB";"Donville";2.3;1.85;1.455;2.92
"Spring";2018;"TURB";"Géfosse";5.325;2.835;1.95;4.65
"Spring";2018;"TURB";"StCast_Hebihens";0.916666666666667;0.85;0.625;1.15
"Spring";2019;"NH4";"Antifer";0.868;0.771;0.334;1.07225
"Spring";2019;"NH4";"At so";0.740833333333333;0.3475;0.205;1.05625
"Spring";2019;"NH4";"Cabourg";0.5375;0.257;0.1495;0.645
"Spring";2019;"NH4";"Digue de Querqueville";0.2316;0.146;0.105;0.307
"Spring";2019;"NH4";"Donville";0.392;0.392;0.338;0.446
"Spring";2019;"NH4";"Géfosse";0.6802;0.81;0.238;0.968
"Spring";2019;"NH4";"StCast_Hebihens";0.148333333333333;0.135;0.065;0.19
"Spring";2019;"NO3+NO2";"Antifer";40.2833333333333;21.25;15.075;52.625
"Spring";2019;"NO3+NO2";"At so";8.96333333333333;3.76;1.7375;11.85
"Spring";2019;"NO3+NO2";"Cabourg";27.075;27.8;22.2;32.675
"Spring";2019;"NO3+NO2";"Digue de Querqueville";2.3444;2.74;1;3.11
"Spring";2019;"NO3+NO2";"Donville";6.8;6.8;5.2;8.4
"Spring";2019;"NO3+NO2";"Géfosse";11.042;8.84;6.9;11.9
"Spring";2019;"NO3+NO2";"StCast_Hebihens";2.55;0.95;0.5;4.175
"Spring";2019;"OXYGENE";"Antifer";9.8925;9.905;9.7075;10.09
"Spring";2019;"OXYGENE";"At so";9.482;9.97;9.46;10.22
"Spring";2019;"OXYGENE";"Cabourg";9.77666666666667;9.93;9.555;10.075
"Spring";2019;"OXYGENE";"Digue de Querqueville";9.738;9.98;9.57;10.01
"Spring";2019;"OXYGENE";"Donville";8.81;8.81;8.545;9.075
"Spring";2019;"OXYGENE";"Géfosse";9.428;9.27;9.23;9.8
"Spring";2019;"OXYGENE";"StCast_Hebihens";9.36833333333333;9.31;9.2225;9.405
"Spring";2019;"PO4";"Antifer";0.397166666666667;0.3835;0.16025;0.597
"Spring";2019;"PO4";"At so";0.3775;0.245;0.2125;0.28875
"Spring";2019;"PO4";"Cabourg";0.119;0.088;0.06875;0.13825
"Spring";2019;"PO4";"Digue de Querqueville";0.1084;0.12;0.065;0.13
"Spring";2019;"PO4";"Donville";0.1795;0.1795;0.13925;0.21975
"Spring";2019;"PO4";"Géfosse";0.09;0.089;0.06;0.091
"Spring";2019;"PO4";"StCast_Hebihens";0.123333333333333;0.07;0.05;0.1575
"Spring";2019;"SALI";"Antifer";32.19;33.3;30.7875;33.375
"Spring";2019;"SALI";"At so";33.1666666666667;33.25;33.125;33.45
"Spring";2019;"SALI";"Cabourg";31.9625;31.99;31.685;32.2675
"Spring";2019;"SALI";"Digue de Querqueville";34.568;34.68;34.59;34.72
"Spring";2019;"SALI";"Donville";34.685;34.685;34.5225;34.8475
"Spring";2019;"SALI";"Géfosse";32.482;32.9;32.86;33.26
"Spring";2019;"SALI";"StCast_Hebihens";34.8057142857143;34.77;34.73;34.87
"Spring";2019;"SIOH";"Antifer";12.2863333333333;4.805;3.17675;19.91
"Spring";2019;"SIOH";"At so";1.99666666666667;0.82;0.5275;1.21
"Spring";2019;"SIOH";"Cabourg";3.7085;3.971;2.732;4.9475
"Spring";2019;"SIOH";"Digue de Querqueville";1.7392;1.695;1.52;1.743
"Spring";2019;"SIOH";"Donville";1.51;1.51;1.06;1.96
"Spring";2019;"SIOH";"Géfosse";4.049;3.716;3.529;3.82
"Spring";2019;"SIOH";"StCast_Hebihens";1.43;1.095;0.665;1.675
"Spring";2019;"TEMP";"Antifer";10.4225;9.805;9.1825;11.045
"Spring";2019;"TEMP";"At so";11.34;12;9.7;12.2
"Spring";2019;"TEMP";"Cabourg";11.535;11.56;10.055;13.04
"Spring";2019;"TEMP";"Digue de Querqueville";11.652;11.94;10.25;12.35
"Spring";2019;"TEMP";"Donville";10.15;10.15;9.97;10.33
"Spring";2019;"TEMP";"Géfosse";11.236;10.7;10.66;11.78
"Spring";2019;"TEMP";"StCast_Hebihens";11.9185714285714;11.86;10.53;12.88
"Spring";2019;"TURB";"Antifer";3.72166666666667;2.675;2.0325;3.8275
"Spring";2019;"TURB";"At so";5.845;4.905;3.7575;8.235
"Spring";2019;"TURB";"Cabourg";1.6425;1.82;1.5275;1.935
"Spring";2019;"TURB";"Digue de Querqueville";1.1622;0.995;0.926;1.32
"Spring";2019;"TURB";"Donville";5.54;5.54;3.36;7.72
"Spring";2019;"TURB";"Géfosse";1.884;1.82;1.3;2.22
"Spring";2019;"TURB";"StCast_Hebihens";1.97142857142857;0.9;0.85;1.3
"Summer";2008;"NH4";"Antifer";1.70142857142857;0.33;0.2;2.72
"Summer";2008;"NH4";"At so";0.96;0.58;0.4775;1.0625
"Summer";2008;"NH4";"Cabourg";0.857857142857143;0.41;0.265;0.8
"Summer";2008;"NH4";"Digue de Querqueville";0.546666666666667;0.6;0.385;0.735
"Summer";2008;"NH4";"Donville";0.21625;0.07;0.00875;0.2775
"Summer";2008;"NH4";"Géfosse";0.269166666666667;0.235;0.0525;0.47
"Summer";2008;"NH4";"StCast_Hebihens";0.243333333333333;0.2;0.19;0.275
"Summer";2008;"NO3+NO2";"Antifer";20.3842857142857;17.1;11.195;24.1
"Summer";2008;"NO3+NO2";"At so";4.345;3.485;0.15;7.68
"Summer";2008;"NO3+NO2";"Cabourg";11.7914285714286;15.5;4.54;16.45
"Summer";2008;"NO3+NO2";"Digue de Querqueville";4.44333333333333;5.2;3.62;5.645
"Summer";2008;"NO3+NO2";"Donville";2.18;0.36;0.04;2.5
"Summer";2008;"NO3+NO2";"Géfosse";2.605;0.46;0.3075;3.1025
"Summer";2008;"NO3+NO2";"StCast_Hebihens";8.05333333333333;1;0.58;12
"Summer";2008;"OXYGENE";"Antifer";9.16727272727273;8.6;7.67;9.45
"Summer";2008;"OXYGENE";"At so";8.475;8.785;7.7825;9.4775
"Summer";2008;"OXYGENE";"Cabourg";8.673;8.9;8.275;9.1675
"Summer";2008;"OXYGENE";"Digue de Querqueville";8;8.4;7.75;8.45
"Summer";2008;"OXYGENE";"Donville";8;8;7.6;8.1
"Summer";2008;"OXYGENE";"Géfosse";8.8625;9.1;8.25;9.6
"Summer";2008;"OXYGENE";"StCast_Hebihens";7.875;7.7;7.525;8.05
"Summer";2008;"PO4";"Antifer";0.502857142857143;0.22;0.15;0.785
"Summer";2008;"PO4";"At so";0.265;0.24;0.1775;0.3275
"Summer";2008;"PO4";"Cabourg";0.304285714285714;0.21;0.195;0.23
"Summer";2008;"PO4";"Digue de Querqueville";0.26;0.28;0.19;0.34
"Summer";2008;"PO4";"Donville";0.1475;0.12;0.0725;0.195
"Summer";2008;"PO4";"Géfosse";0.17;0.155;0.1125;0.235
"Summer";2008;"PO4";"StCast_Hebihens";0.616666666666667;0.1;0.055;0.92
"Summer";2008;"SALI";"Antifer";31.9172727272727;32.04;31.48;32.685
"Summer";2008;"SALI";"At so";33.12;33.1;32.8;33.5
"Summer";2008;"SALI";"Cabourg";32.356;32.375;31.88;32.7275
"Summer";2008;"SALI";"Digue de Querqueville";34.7933333333333;34.79;34.715;34.87
"Summer";2008;"SALI";"Donville";34.734;34.95;34.78;35.04
"Summer";2008;"SALI";"Géfosse";33.5575;33.71;32.8625;33.975
"Summer";2008;"SALI";"StCast_Hebihens";34.8571428571429;34.9;34.75;34.95
"Summer";2008;"SIOH";"Antifer";6.11428571428571;1.46;0.95;10.085
"Summer";2008;"SIOH";"At so";4.6575;4.655;0.13;9.1825
"Summer";2008;"SIOH";"Cabourg";7.13285714285714;5.29;3.35;9.815
"Summer";2008;"SIOH";"Digue de Querqueville";3.17666666666667;2.14;1.865;3.97
"Summer";2008;"SIOH";"Donville";2.2875;1.915;1.31;2.8925
"Summer";2008;"SIOH";"Géfosse";5.11;5.48;3.945;6.085
"Summer";2008;"SIOH";"StCast_Hebihens";2.19333333333333;2.4;1.69;2.8
"Summer";2008;"TEMP";"Antifer";17.7063636363636;18.15;17.265;18.72
"Summer";2008;"TEMP";"At so";17.12;17;16;18.4
"Summer";2008;"TEMP";"Cabourg";18.253;18.26;17.78;19.27
"Summer";2008;"TEMP";"Digue de Querqueville";15.3566666666667;15.59;14.41;16.42
"Summer";2008;"TEMP";"Donville";17.798;17.7;17.58;18.2
"Summer";2008;"TEMP";"Géfosse";16.97375;17.175;16.0025;18.0225
"Summer";2008;"TEMP";"StCast_Hebihens";17.3;18.3;16.25;18.45
"Summer";2008;"TURB";"Antifer";2.70818181818182;2.4;2.1;3.35
"Summer";2008;"TURB";"At so";5.092;3.89;2.8;7.65
"Summer";2008;"TURB";"Cabourg";3.128;3.15;2.05;3.9
"Summer";2008;"TURB";"Digue de Querqueville";1.93333333333333;2.1;1.75;2.2
"Summer";2008;"TURB";"Donville";4.648;0.9;0.87;0.95
"Summer";2008;"TURB";"Géfosse";1.25125;1.15;0.9625;1.55
"Summer";2008;"TURB";"StCast_Hebihens";1.07142857142857;0.9;0.7;1.25
"Summer";2009;"NH4";"Antifer";0.666666666666667;0.435;0.24;0.705
"Summer";2009;"NH4";"At so";0.702;0.77;0.65;0.94
"Summer";2009;"NH4";"Cabourg";0.814166666666667;0.415;0.0875;1.545
"Summer";2009;"NH4";"Digue de Querqueville";0.456666666666667;0.41;0.395;0.495
"Summer";2009;"NH4";"Donville";0.005;0.005;0.005;0.005
"Summer";2009;"NH4";"Géfosse";0.1625;0.0125;0.005;0.11
"Summer";2009;"NH4";"StCast_Hebihens";0.116666666666667;0.13;0.105;0.135
"Summer";2009;"NO3+NO2";"Antifer";13.2383333333333;11.2;8.965;18.025
"Summer";2009;"NO3+NO2";"At so";1.266;1.63;0.15;1.88
"Summer";2009;"NO3+NO2";"Cabourg";3.63666666666667;2.32;1.7;6.2625
"Summer";2009;"NO3+NO2";"Digue de Querqueville";3.28333333333333;2.12;1.935;4.05
"Summer";2009;"NO3+NO2";"Donville";0.0466666666666667;0.02;0.02;0.06
"Summer";2009;"NO3+NO2";"Géfosse";1.04666666666667;0.205;0.09;1.7375
"Summer";2009;"NO3+NO2";"StCast_Hebihens";0.06;0.04;0.03;0.08
"Summer";2009;"OXYGENE";"Antifer";9.83;9.51;8;11
"Summer";2009;"OXYGENE";"At so";8.092;8.29;7.48;8.5
"Summer";2009;"OXYGENE";"Cabourg";8.787;8.48;8.075;9.1575
"Summer";2009;"OXYGENE";"Digue de Querqueville";7.98;8.1;7.72;8.3
"Summer";2009;"OXYGENE";"Donville";7.83333333333333;7.8;7.7;7.95
"Summer";2009;"OXYGENE";"Géfosse";8.69333333333333;8.7;8.11;9.275
"Summer";2009;"OXYGENE";"StCast_Hebihens";7.99285714285714;7.8;7.65;8.375
"Summer";2009;"PO4";"Antifer";0.341666666666667;0.255;0.2225;0.34
"Summer";2009;"PO4";"At so";0.45;0.46;0.38;0.57
"Summer";2009;"PO4";"Cabourg";0.201666666666667;0.185;0.155;0.2375
"Summer";2009;"PO4";"Digue de Querqueville";0.313333333333333;0.24;0.205;0.385
"Summer";2009;"PO4";"Donville";0.14;0.13;0.13;0.145
"Summer";2009;"PO4";"Géfosse";0.158333333333333;0.16;0.1425;0.1775
"Summer";2009;"PO4";"StCast_Hebihens";0.03;0.02;0.01;0.045
"Summer";2009;"SALI";"Antifer";32.0833333333333;32.48;31.38;33.01
"Summer";2009;"SALI";"At so";33.56;33.5;33.4;33.8
"Summer";2009;"SALI";"Cabourg";32.492;32.585;32.4275;32.8125
"Summer";2009;"SALI";"Digue de Querqueville";34.67;34.55;34.46;34.82
"Summer";2009;"SALI";"Donville";34.6866666666667;34.67;34.64;34.725
"Summer";2009;"SALI";"Géfosse";33.58;33.63;33.3275;33.8725
"Summer";2009;"SALI";"StCast_Hebihens";34.8714285714286;34.9;34.75;35
"Summer";2009;"SIOH";"Antifer";4.95;4.81;0.2675;9.4275
"Summer";2009;"SIOH";"At so";3.31;3.75;0.1;4.28
"Summer";2009;"SIOH";"Cabourg";7.25166666666667;6.92;1.1;10.625
"Summer";2009;"SIOH";"Digue de Querqueville";4.75;4.12;3.215;5.97
"Summer";2009;"SIOH";"Donville";3.35666666666667;3.36;3.12;3.595
"Summer";2009;"SIOH";"Géfosse";3.82166666666667;3.43;0.7875;5.9375
"Summer";2009;"SIOH";"StCast_Hebihens";2.43333333333333;2.4;2.1;2.75
"Summer";2009;"TEMP";"Antifer";18.3522222222222;19.03;18.21;19.38
"Summer";2009;"TEMP";"At so";18.38;18.9;18;19.3
"Summer";2009;"TEMP";"Cabourg";18.378;18.845;18.44;19.215
"Summer";2009;"TEMP";"Digue de Querqueville";15.8366666666667;16.01;14.79;16.97
"Summer";2009;"TEMP";"Donville";18.5;18.75;17.845;19.28
"Summer";2009;"TEMP";"Géfosse";17.5833333333333;18.145;16.96;18.49
"Summer";2009;"TEMP";"StCast_Hebihens";16.9285714285714;17.3;16.05;17.95
"Summer";2009;"TURB";"Antifer";2.44888888888889;2;1.9;2.4
"Summer";2009;"TURB";"At so";4.006;2.73;2.7;3.15
"Summer";2009;"TURB";"Cabourg";2.684;2.66;1.875;3.45
"Summer";2009;"TURB";"Digue de Querqueville";1.29333333333333;1.3;1.19;1.4
"Summer";2009;"TURB";"Donville";1.6;1.4;1.4;1.7
"Summer";2009;"TURB";"Géfosse";1.61166666666667;1.5;1.1975;2.05
"Summer";2009;"TURB";"StCast_Hebihens";0.914285714285714;0.9;0.65;1.05
"Summer";2010;"NH4";"Antifer";0.873333333333333;0.635;0.2225;1.0475
"Summer";2010;"NH4";"At so";0.2825;0.3025;0.2325;0.3525
